"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","2-7-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女，年齢（5歳階級），国籍総数か日本人別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","","","","","/年齢 コード","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","R1","R2","R3","R4","R5","R6"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34209","三次市","","26,461","843","1,011","1,048","1,029","729","903","1,032","1,229","1,459","1,640","1,395","1,466","1,720","1,977","2,167","1,736","1,617","1,621","1,125","404","75","235","2,902","12,602","10,722","6,578","3,225","13,550"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3420G","（旧：三次市）","","18,592","695","792","779","772","596","734","807","957","1,115","1,231","1,047","1,009","1,142","1,240","1,389","1,112","1,001","981","666","242","53","232","2,266","9,410","6,684","4,055","1,942","9,878"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34563","（旧：甲奴町）","","1,215","20","25","45","46","18","29","30","40","47","69","43","65","82","98","102","80","105","126","109","30","6","-","90","469","656","456","271","521"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34581","（旧：君田村）","","733","11","15","30","21","9","17","19","29","41","39","34","42","65","73","60","54","39","62","51","18","4","-","56","316","361","228","135","368"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34582","（旧：布野村）","","667","16","29","11","19","13","9","24","31","27","28","36","24","62","71","78","53","50","49","27","10","-","-","56","273","338","189","86","325"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34583","（旧：作木村）","","617","12","16","22","26","8","11","8","17","26","27","27","29","38","62","66","56","49","53","38","22","4","-","50","217","350","222","117","253"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34584","（旧：吉舎町）","","1,772","31","47","62","50","32","32","47","57","88","97","85","92","125","168","195","151","152","131","91","34","2","3","140","705","924","561","258","823"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34585","（旧：三良坂町）","","1,530","38","53","65","51","30","44","70","61","66","88","70","113","114","132","141","117","96","99","64","16","2","-","156","707","667","394","181","788"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34586","（旧：三和町）","","1,335","20","34","34","44","23","27","27","37","49","61","53","92","92","133","136","113","125","120","79","32","4","-","88","505","742","473","235","594"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34210","庄原市","","17,619","474","578","642","612","527","477","530","648","835","882","790","925","1,175","1,452","1,603","1,282","1,361","1,410","951","320","62","83","1,694","7,401","8,441","5,386","2,743","8,241"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3421B","（旧：庄原市）","","9,252","297","346","337","389","398","328","330","362","504","480","453","487","543","658","753","622","659","602","434","152","36","82","980","4,274","3,916","2,505","1,224","4,543"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34562","（旧：総領町）","","693","17","20","23","23","14","9","26","32","26","35","24","34","48","62","56","47","53","67","58","18","1","-","60","271","362","244","144","310"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34601","（旧：西城町）","","1,606","22","33","66","50","22","25","25","50","67","73","60","88","125","170","163","138","152","149","89","32","7","-","121","585","900","567","277","705"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34602","（旧：東城町）","","3,686","89","117","117","99","68","74","101","124","153","177","168","186","284","322","361","290","295","358","222","69","11","1","323","1,434","1,928","1,245","660","1,657"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34603","（旧：口和町）","","924","14","23","44","22","11","13","18","47","39","46","30","38","63","96","110","72","77","83","48","26","4","-","81","327","516","310","161","401"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34604","（旧：高野町）","","796","24","22","33","17","10","14","18","17","31","42","34","44","60","76","94","61","65","82","37","13","2","-","79","287","430","260","134","346"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34605","（旧：比和町）","","662","11","17","22","12","4","14","12","16","15","29","21","48","52","68","66","52","60","69","63","10","1","-","50","223","389","255","143","279"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34211","大竹市","","13,499","430","477","478","494","485","495","569","655","661","909","791","761","885","1,003","1,230","1,011","846","713","428","133","21","24","1,385","6,705","5,385","3,152","1,295","7,214"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34212","東広島市","","96,918","3,862","4,509","4,604","4,963","5,875","4,701","5,049","5,523","6,147","6,988","5,881","5,394","5,158","5,441","6,494","4,829","3,417","2,852","1,741","602","110","2,778","12,975","55,679","25,486","13,551","5,305","56,157"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3421C","（旧：東広島市）","","75,178","3,376","3,829","3,858","4,056","4,935","4,048","4,332","4,675","5,091","5,724","4,594","3,972","3,570","3,726","4,318","3,187","2,141","1,715","1,055","347","65","2,564","11,063","44,997","16,554","8,510","3,182","44,667"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34402","（旧：黒瀬町）","","11,566","309","406","424","615","696","416","454","511","588","729","690","778","856","848","1,066","787","481","379","229","89","15","200","1,139","6,333","3,894","1,980","712","6,566"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34405","（旧：福富町）","","1,168","27","38","40","45","27","20","31","39","62","65","70","78","94","89","114","94","94","83","39","14","3","2","105","531","530","327","139","575"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34406","（旧：豊栄町）","","1,480","25","23","38","32","28","29","38","44","47","55","93","97","123","140","164","117","146","133","80","20","8","-","86","586","808","504","241","694"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34408","（旧：河内町）","","2,900","46","100","86","79","80","69","80","81","142","143","155","171","195","229","320","222","227","235","165","62","10","3","232","1,195","1,470","921","472","1,345"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34422","（旧：安芸津町）","","4,626","79","113","158","136","109","119","114","173","217","272","279","298","320","409","512","422","328","307","173","70","9","9","350","2,037","2,230","1,309","559","2,310"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34213","廿日市市","","59,780","2,117","2,607","2,491","2,533","2,490","2,499","2,790","3,324","3,623","4,196","3,671","3,602","3,989","4,454","4,835","3,485","2,694","2,219","1,319","441","67","334","7,215","32,717","19,514","10,225","4,046","34,638"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3421D","（旧：廿日市市）","","39,151","1,418","1,753","1,664","1,711","1,777","1,753","1,874","2,265","2,463","2,799","2,416","2,442","2,674","2,901","2,986","2,076","1,576","1,287","763","245","45","263","4,835","22,174","11,879","5,992","2,340","23,364"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34323","（旧：大野町）","","14,886","595","719","664","623","530","587","754","846","909","1,095","895","797","873","1,012","1,219","922","716","578","352","123","17","60","1,978","7,909","4,939","2,708","1,070","8,298"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34325","（旧：佐伯町）","","4,671","76","101","140","164","157","115","137","180","199","249","310","305","375","459","509","379","307","277","159","62","4","7","317","2,191","2,156","1,188","502","2,486"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34326","（旧：吉和村）","","256","6","12","6","7","1","2","5","11","10","17","10","14","17","18","26","25","33","25","8","1","-","2","24","94","136","92","34","105"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34327","（旧：宮島町）","","816","22","22","17","28","25","42","20","22","42","36","40","44","50","64","95","83","62","52","37","10","1","2","61","349","404","245","100","385"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34214","安芸高田市","","13,834","323","476","489","455","412","398","467","567","675","779","702","735","962","1,116","1,340","1,047","895","994","670","268","59","5","1,288","6,152","6,389","3,933","1,991","6,813"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34381","（旧：吉田町）","","4,935","158","177","192","182","213","191","184","234","282","338","297","276","333","360","462","345","227","234","170","65","11","4","527","2,530","1,874","1,052","480","2,708"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34382","（旧：八千代町）","","2,018","50","79","66","53","47","58","60","63","83","96","73","87","132","146","202","136","145","209","139","77","17","-","195","752","1,071","723","442","845"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34383","（旧：美土里町）","","1,226","19","33","38","58","25","32","46","58","57","65","61","64","90","106","110","88","103","114","44","12","3","-","90","556","580","364","173","604"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34384","（旧：高宮町）","","1,490","21","37","50","36","30","26","51","47","50","60","84","91","97","122","130","122","132","128","122","48","6","-","108","572","810","558","304","658"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34385","（旧：甲田町）","","2,316","52","100","80","68","39","57","80","105","130","116","101","118","170","222","224","179","155","159","114","37","10","-","232","984","1,100","654","320","1,138"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34386","（旧：向原町）","","1,849","23","50","63","58","58","34","46","60","73","104","86","99","140","160","212","177","133","150","81","29","12","1","136","758","954","582","272","860"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34215","江田島市","","10,905","221","274","291","324","257","283","377","386","484","566","542","592","783","957","1,235","1,068","880","760","443","138","33","11","786","4,594","5,514","3,322","1,374","5,227"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34310","（旧：江田島町）","","3,990","77","89","94","117","120","106","149","140","162","190","150","207","286","339","436","388","329","308","211","69","19","4","260","1,627","2,099","1,324","607","1,849"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34328","（旧：能美町）","","2,375","54","66","95","99","56","67","76","77","142","137","144","140","162","203","245","223","166","139","56","21","2","5","215","1,100","1,055","607","218","1,204"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34329","（旧：沖美町）","","1,395","16","31","31","32","22","21","39","42","56","62","78","73","98","141","190","143","121","113","64","17","5","-","78","523","794","463","199","632"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34330","（旧：大柿町）","","3,145","74","88","71","76","59","89","113","127","124","177","170","172","237","274","364","314","264","200","112","31","7","2","233","1,344","1,566","928","350","1,542"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34302","府中町","","26,148","1,180","1,322","1,151","1,119","1,031","1,226","1,481","1,638","1,767","2,035","1,863","1,683","1,415","1,477","1,728","1,488","1,071","750","360","117","22","224","3,653","15,258","7,013","3,808","1,249","15,616"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34304","海田町","","15,048","748","750","666","631","734","825","966","947","979","1,227","961","817","726","893","999","834","599","387","195","71","14","79","2,164","8,813","3,992","2,100","667","9,075"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34307","熊野町","","11,876","405","460","537","531","412","401","430","564","691","889","803","578","645","837","1,217","1,136","681","389","192","54","14","10","1,402","5,944","4,520","2,466","649","6,250"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34309","坂町","","6,598","291","304","321","322","270","232","310","381","406","524","387","387","334","401","515","438","315","260","131","51","12","6","916","3,553","2,123","1,207","454","3,632"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34368","安芸太田町","","3,065","60","95","90","74","61","55","77","89","103","135","120","156","211","260","328","289","299","292","170","85","16","-","245","1,081","1,739","1,151","563","1,267"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34361","（旧：加計町）","","1,558","31","42","48","44","40","30","28","43","44","73","57","74","106","123","169","156","152","148","86","54","10","-","121","539","898","606","298","618"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34362","（旧：筒賀村）","","415","10","28","15","7","5","5","12","17","17","15","11","21","33","44","43","35","36","35","21","5","-","-","53","143","219","132","61","180"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34363","（旧：戸河内町）","","1,092","19","25","27","23","16","20","37","29","42","47","52","61","72","93","116","98","111","109","63","26","6","-","71","399","622","413","204","469"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34369","北広島町","","8,995","243","287","376","325","252","264","264","353","431","503","479","488","605","704","791","638","623","644","420","165","21","119","906","3,964","4,006","2,511","1,250","4,343"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34364","（旧：芸北町）","","1,007","14","22","37","44","14","12","15","33","41","42","41","64","75","99","120","82","82","89","59","20","2","-","73","381","553","334","170","436"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34365","（旧：大朝町）","","1,383","35","45","55","71","21","31","28","45","75","93","91","66","91","93","137","124","97","83","64","29","3","6","135","612","630","400","179","634"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34366","（旧：千代田町）","","5,006","170","174","223","160","185","199","187","221","257","287","273","277","316","372","360","299","306","315","212","86","14","113","567","2,362","1,964","1,232","627","2,574"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34367","（旧：豊平町）","","1,599","24","46","61","50","32","22","34","54","58","81","74","81","123","140","174","133","138","157","85","30","2","-","131","609","859","545","274","699"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34431","大崎上島町","","3,495","74","79","127","165","57","65","76","110","125","145","154","153","199","289","407","376","331","290","176","72","14","11","280","1,249","1,955","1,259","552","1,373"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34427","（旧：大崎町）","","1,748","48","50","97","63","35","33","48","62","78","91","82","75","106","151","204","153","136","125","71","34","5","1","195","673","879","524","235","761"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34428","（旧：東野町）","","951","9","18","19","88","15","18","17","20","21","28","42","40","53","61","103","117","92","88","60","25","7","10","46","342","553","389","180","315"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34429","（旧：木江町）","","796","17","11","11","14","7","14","11","28","26","26","30","38","40","77","100","106","103","77","45","13","2","-","39","234","523","346","137","297"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34462","世羅町","","7,969","222","265","304","232","179","178","259","312","391","388","371","470","618","650","763","581","538","595","356","131","15","151","791","3,398","3,629","2,216","1,097","3,816"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34461","（旧：甲山町）","","2,778","89","100","93","88","66","79","86","117","152","127","121","175","246","226","237","186","191","195","107","31","7","59","282","1,257","1,180","717","340","1,395"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3446B","（旧：世羅町）","","3,657","107","117","159","118","85","75","133","149","179","205","177","212","265","283","348","270","218","249","167","52","5","84","383","1,598","1,592","961","473","1,763"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34463","（旧：世羅西町）","","1,534","26","48","52","26","28","24","40","46","60","56","73","83","107","141","178","125","129","151","82","48","3","8","126","543","857","538","284","658"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34545","神石高原町","","4,318","94","107","133","111","71","96","126","137","179","196","182","248","333","373","430","315","371","455","255","87","19","-","334","1,679","2,305","1,502","816","1,941"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34541","（旧：油木町）","","1,049","12","17","31","43","15","17","26","23","32","46","47","72","75","81","119","80","103","117","64","19","10","-","60","396","593","393","210","434"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34542","（旧：神石町）","","873","16","19","29","10","14","11","21","23","33","26","38","43","73","73","96","68","85","98","69","24","4","-","64","292","517","348","195","355"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34543","（旧：豊松村）","","563","7","3","6","16","10","21","19","22","18","21","21","30","52","57","58","45","62","63","21","11","-","-","16","230","317","202","95","271"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","34544","（旧：三和町）","","1,833","59","68","67","42","32","47","60","69","96","103","76","103","133","162","157","122","121","177","101","33","5","-","194","761","878","559","316","881"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35000","山口県","","705,323","21,714","25,481","27,706","28,356","25,692","24,855","28,360","34,197","40,058","47,368","42,272","40,297","43,965","51,879","62,813","50,041","41,341","34,264","18,984","6,467","1,134","8,079","74,901","355,420","266,923","152,231","60,849","378,943"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35201","下関市","","136,368","3,901","4,745","5,122","5,256","5,033","4,723","5,234","6,531","7,516","8,816","8,211","7,984","8,713","10,386","12,553","9,963","8,456","6,871","3,630","1,234","238","1,252","13,768","68,017","53,331","30,392","11,973","73,147"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3520B","（旧：下関市）","","116,870","3,519","4,236","4,464","4,657","4,575","4,342","4,719","5,780","6,608","7,777","7,196","6,876","7,299","8,540","10,337","8,206","6,969","5,567","2,829","950","181","1,243","12,219","59,829","43,579","24,702","9,527","63,712"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35441","（旧：菊川町）","","3,849","100","130","162","141","114","83","141","180","222","234","199","215","298","376","357","269","227","206","134","50","10","1","392","1,827","1,629","896","400","2,062"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35442","（旧：豊田町）","","2,472","39","61","87","74","48","32","46","103","110","111","115","127","184","238","272","220","206","200","135","52","11","1","187","950","1,334","824","398","1,114"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35443","（旧：豊浦町）","","8,857","188","247","320","286","239","208","257","355","437","490","494","521","590","782","1,012","780","642","548","322","108","24","7","755","3,877","4,218","2,424","1,002","4,373"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35444","（旧：豊北町）","","4,320","55","71","89","98","57","58","71","113","139","204","207","245","342","450","575","488","412","350","210","74","12","-","215","1,534","2,571","1,546","646","1,886"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35202","宇部市","","84,777","2,682","3,077","3,273","3,383","3,472","3,164","3,623","4,251","5,054","5,685","5,142","4,760","5,013","6,252","7,613","5,654","4,738","4,007","2,152","737","121","924","9,032","43,547","31,274","17,409","7,017","46,416"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3520C","（旧：宇部市）","","81,814","2,623","2,998","3,199","3,275","3,394","3,104","3,547","4,153","4,907","5,476","4,941","4,607","4,832","6,031","7,330","5,428","4,471","3,779","2,022","681","111","905","8,820","42,236","29,853","16,492","6,593","44,992"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35421","（旧：楠町）","","2,963","59","79","74","108","78","60","76","98","147","209","201","153","181","221","283","226","267","228","130","56","10","19","212","1,311","1,421","917","424","1,424"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35203","山口市","","101,614","3,544","3,962","4,306","5,151","5,258","3,867","4,545","5,393","6,193","7,154","6,101","5,875","6,165","6,448","7,611","5,831","4,924","4,280","2,458","788","151","1,609","11,812","55,702","32,491","18,432","7,677","56,999"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3520D","（旧：山口市）","","74,717","2,681","2,954","3,144","4,149","4,299","2,960","3,441","3,994","4,614","5,326","4,570","4,325","4,409","4,659","5,391","4,012","3,306","2,891","1,681","518","102","1,291","8,779","42,087","22,560","12,510","5,192","42,597"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35381","（旧：徳地町）","","2,805","37","58","96","61","55","44","59","75","110","120","106","164","222","282","315","291","257","266","133","48","6","-","191","1,016","1,598","1,001","453","1,237"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35401","（旧：秋穂町）","","3,263","63","78","105","109","139","80","85","121","139","217","192","185","231","265","361","295","244","191","111","43","7","2","246","1,498","1,517","891","352","1,654"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35402","（旧：小郡町）","","13,289","563","606","658","560","541","599","709","866","941","1,028","850","806","810","702","830","591","548","449","235","84","13","300","1,827","7,710","3,452","1,920","781","7,852"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35403","（旧：阿知須町）","","4,909","184","224","257","213","190","157","211","276","313","347","262","254","288","270","395","288","293","251","161","51","11","13","665","2,511","1,720","1,055","474","2,568"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35504","（旧：阿東町）","","2,631","16","42","46","59","34","27","40","61","76","116","121","141","205","270","319","354","276","232","137","44","12","3","104","880","1,644","1,055","425","1,091"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35204","萩市","","24,016","488","653","782","756","570","555","711","939","1,173","1,367","1,292","1,463","1,688","2,282","2,557","2,059","1,890","1,526","885","281","38","61","1,923","10,514","11,518","6,679","2,730","12,040"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3520E","（旧：萩市）","","18,920","425","561","648","641","488","481","623","804","985","1,133","1,050","1,192","1,313","1,748","1,921","1,576","1,384","1,066","606","190","26","59","1,634","8,710","8,517","4,848","1,888","9,817"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35501","（旧：川上村）","","388","6","7","6","6","9","7","10","8","12","18","22","25","26","40","56","29","32","35","21","13","-","-","19","143","226","130","69","177"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35503","（旧：田万川町）","","1,284","20","24","40","34","27","30","24","38","51","53","63","65","91","124","140","113","124","121","70","28","4","-","84","476","724","460","223","566"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35505","（旧：むつみ村）","","651","12","11","17","12","7","5","10","13","24","30","26","32","59","64","89","67","76","49","38","8","2","-","40","218","393","240","97","270"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35506","（旧：須佐町）","","1,195","14","23","27","26","16","17","21","36","43","63","61","67","79","134","145","120","107","124","55","17","-","-","64","429","702","423","196","537"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35507","（旧：旭村）","","744","3","12","27","19","8","7","8","16","30","32","38","41","55","84","93","77","82","60","41","7","3","1","42","254","447","270","111","319"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35508","（旧：福栄村）","","834","8","15","17","18","15","8","15","24","28","38","32","41","65","88","113","77","85","71","54","18","3","1","40","284","509","308","146","354"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35206","防府市","","59,028","2,219","2,403","2,471","2,502","2,287","2,544","2,897","3,225","3,439","4,027","3,530","3,252","3,467","4,054","4,838","3,840","3,048","2,517","1,340","486","105","537","7,093","31,170","20,228","11,336","4,448","32,722"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35207","下松市","","28,482","1,197","1,282","1,343","1,152","850","1,215","1,448","1,670","1,897","2,173","1,729","1,484","1,530","1,867","2,364","1,941","1,377","1,065","619","191","31","57","3,822","15,148","9,455","5,224","1,906","15,863"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35208","岩国市","","68,144","2,018","2,458","2,645","2,711","2,285","2,378","2,585","3,165","3,734","4,612","4,108","3,977","4,320","4,888","5,971","5,021","4,223","3,629","1,964","693","120","639","7,121","33,875","26,509","15,650","6,406","36,052"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3520F","（旧：岩国市）","","47,974","1,573","1,872","1,926","2,087","1,747","1,815","1,949","2,346","2,744","3,424","2,988","2,857","2,925","3,267","3,980","3,325","2,812","2,215","1,080","368","64","610","5,371","24,882","17,111","9,864","3,727","26,062"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35322","（旧：由宇町）","","4,461","99","135","161","131","130","126","142","206","210","261","233","233","331","362","441","357","301","314","190","71","16","11","395","2,003","2,052","1,249","591","2,234"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35323","（旧：玖珂町）","","5,548","154","218","234","206","157","174","213","254","322","368","355","316","368","396","463","421","321","322","188","76","15","7","606","2,733","2,202","1,343","601","2,923"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35324","（旧：本郷村）","","393","4","9","14","4","5","7","7","7","4","11","10","23","29","35","39","41","44","49","36","14","1","-","27","107","259","185","100","138"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35325","（旧：周東町）","","6,108","148","163","221","198","151","181","200","244","313","370","354","318","407","518","640","494","410","405","263","85","14","11","532","2,736","2,829","1,671","767","3,056"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35326","（旧：錦町）","","1,326","9","19","20","25","32","30","25","39","54","61","33","71","90","114","147","154","131","145","95","29","3","-","48","460","818","557","272","549"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35328","（旧：美川町）","","458","1","-","4","5","1","6","4","7","11","13","21","22","31","43","60","64","63","57","29","13","3","-","5","121","332","229","102","159"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35329","（旧：美和町）","","1,876","30","42","65","55","62","39","45","62","76","104","114","137","139","153","201","165","141","122","83","37","4","-","137","833","906","552","246","931"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35210","光市","","26,087","791","907","1,059","993","721","897","979","1,128","1,499","1,912","1,719","1,406","1,560","1,863","2,521","2,253","1,525","1,174","638","238","45","259","2,757","12,814","10,257","5,873","2,095","13,684"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3521B","（旧：光市）","","22,567","711","806","946","876","641","804","875","994","1,354","1,700","1,502","1,232","1,293","1,594","2,095","1,906","1,277","969","518","188","35","251","2,463","11,271","8,582","4,893","1,710","11,989"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35342","（旧：大和町）","","3,520","80","101","113","117","80","93","104","134","145","212","217","174","267","269","426","347","248","205","120","50","10","8","294","1,543","1,675","980","385","1,695"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35211","長門市","","17,479","359","520","587","496","436","443","534","725","820","989","894","1,009","1,269","1,677","1,868","1,447","1,368","1,154","642","194","29","19","1,466","7,615","8,379","4,834","2,019","8,796"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","3521C","（旧：長門市）","","9,978","246","337","363","312","270","272","326","460","503","615","528","567","705","943","1,039","763","705","584","318","91","14","17","946","4,558","4,457","2,475","1,007","5,189"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35481","（旧：三隅町）","","2,744","47","81","85","84","78","84","85","106","120","148","146","158","212","257","269","243","195","201","108","35","2","-","213","1,221","1,310","784","346","1,394"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35482","（旧：日置町）","","2,007","28","63","63","50","41","40","52","71","103","121","90","120","138","191","223","141","184","149","99","32","7","1","154","826","1,026","612","287","967"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35483","（旧：油谷町）","","2,750","38","39","76","50","47","47","71","88","94","105","130","164","214","286","337","300","284","220","117","36","6","1","153","1,010","1,586","963","379","1,246"
"2020_01","人口【人】","2020000000","2020年","2","女","0","国籍総数","35212","柳井市","","16,454","423","542","602","584","414","527","523","713","871","1,045","979","935","1,108","1,284","1,612","1,366","1,117","913","531","185","32","148","1,567","7,699","7,040","4,144","1,661","8,399"
